order_id,customer_id,order_date,delivery_time_min,status,total_amount_xaf,city_order,quartier_order,product_category,courier_id,order_hour,order_day_of_week,order_day,order_month,name,phone,registration_date,city_customer,quartier_customer,loyalty_score,client_actif
106391,CUST11892,2024-07-01 15:31:00,99.9,en_retard,5939.0,Douala,Bonanjo,produit frais,21,15,Monday,Monday,2024-07,EKANI Kevin,618429833,2022-01-20,Yaounde,Efoulan,13.2,True
106392,CUST10809,2024-03-20 00:00:00,32.1,livre,21006.0,Douala,Makepe,inconnu,10,0,Wednesday,Wednesday,2024-03,,,,,,,True
106393,CUST10689,2023-12-15 19:58:00,25.5,annulé,500000.0,Yaounde,Etoudi,electronique,37,19,Friday,Friday,2023-12,Gustave IBRAHIM,00237643859311985014,2023-05-08,Bafoussam,Lekie,15.3,True
106394,CUST90161,2024-06-12 22:59:00,40.7,livré,306361.0,Douala,PK8,electronique,13,22,Wednesday,Wednesday,2024-06,,,,,,,False
106395,CUST10137,2025-01-02 17:11:00,45.7,en_cours,29420.0,Bafoussam,Bamendzi,pharmacie,40,17,Thursday,Thursday,2025-01,Marcel fofana,681016525,2023-03-11,Yaounde,Elig-Edzoa,100.0,True
106396,CUST11989,2024-12-20 15:23:00,76.9,en_retard,8000.0,Douala,Bonapriso,hygiene,40,15,Friday,Friday,2024-12,Jules MBOA,00237645798645854475,2022-07-30,Yaounde,Elig-Edzoa,,True
106397,CUST17263,2025-03-13 07:31:00,84.7,livré,26672.0,Yaounde,Santa Barbara,vetement,15,7,Thursday,Thursday,2025-03,BOUBACAR NGOUFO,646855845,2022-12-13,Douala,Deido,65.3,True
106398,CUST11431,2022-06-22 00:00:00,35.3,livré,10814.0,Douala,Kotto,pharmacie,9,0,Wednesday,Wednesday,2022-06,Viviane FOUDA,00237677853916841136,2024-10-06,Douala,Ndokotti,9.4,True
106399,CUST10328,2022-01-08 13:45:00,45.7,livré,4188.0,Bafoussam,Lekie,produit frais,11,13,Monday,Saturday,2022-01,Sophie TAKAM,666267415,2023-03-29,Yaounde,Mvog-Mbi,94.5,True
106400,CUST11605,2024-09-06 00:00:00,32.0,livré,26978.0,Douala,Beedi,inconnu,42,0,Friday,Friday,2024-09,Achille ELA,648858073,2024-03-30,Bafoussam,Tougang,33.2,True
106401,CUST11546,2022-12-08 19:46:00,91.6,livré,13124.0,Yaounde,Emana,epicerie,40,19,Friday,Thursday,2022-12,Margot mvondo,698843907,2024-07-30,Yaounde,Essos,91.5,True
106402,CUST17244,2024-10-16 11:39:00,45.7,en_retard,-4881.0,Yaounde,Efoulan,cosmetique,6,11,Wednesday,Wednesday,2024-10,,,,,,,True
106403,CUST10177,2024-03-02 15:54:00,45.7,en_cours,4752.0,Bafoussam,Djeleng,papeterie,35,15,Saturday,Saturday,2024-03,MBARGA Larissa,617774584,2024-03-10,Douala,Logbessou,56.9,True
106404,CUST17136,2023-03-10 00:00:00,37.2,livré,39871.0,Douala,Ngodi-Bakoko,inconnu,42,0,Friday,Friday,2023-03,,,,,,,True
106405,CUST11657,2024-07-08 11:55:00,109.5,en_retard,93521.0,Bafoussam,Centre Ville,vetement,31,11,Monday,Monday,2024-07,TCHOUPO Serge,685764804,2024-04-21,Yaounde,Obili,,True
106406,CUST11314,2025-02-08 11:22:00,45.7,livré,27196.0,Douala,Ndog-Bong,inconnu,37,11,Saturday,Saturday,2025-02,Carine EPEE,666254240,2021-04-14,Yaounde,Nkomo,39.3,True
106407,CUST11680,2025-02-17 18:30:00,130.5,en_retard,5822.0,Douala,Beedi,epicerie,3,18,Monday,Monday,2025-02,MOUSSA NKOLO,615047559,2023-01-13,Yaounde,Briqueterie,37.3,True
106408,CUST10261,2025-01-15 00:00:00,45.7,annulé,42266.0,Yaounde,Essos,pharmacie,17,0,Wednesday,Wednesday,2025-01,ERIC MBOCK,00237628814949466931,2023-07-14,Yaounde,Mokolo,22.0,True
106409,CUST11610,2024-11-05 00:00:00,35.7,livré,10853.0,Douala,Ndog-Bong,epicerie,27,0,Tuesday,Tuesday,2024-11,Fatima FOFANA,633068427,2023-07-15,Bafoussam,Famla,30.8,True
106410,CUST10945,2024-11-05 18:57:00,45.7,en_cours,10761.0,Douala,Mboppi,produit frais,25,18,Tuesday,Tuesday,2024-11,Solange kouyate,629997018,2023-08-01,Yaounde,Nlongkak,37.6,True
106411,CUST10979,2024-01-12 18:43:00,112.8,livré,15840.0,Yaounde,Mokolo,epicerie,26,18,Friday,Friday,2024-01,,,,,,,True
106412,CUST10784,2024-02-02 17:13:00,47.4,livré,20126.0,Yaounde,Tsinga,inconnu,20,17,Friday,Friday,2024-02,SIDIBE Aurelie,676344695,2022-07-03,Douala,Makepe,30.8,True
106413,CUST10363,2023-12-11 10:26:00,52.2,livré,2555.0,Yaounde,Mvog-Mbi,produit frais,27,10,Monday,Monday,2023-12,Khadija CISSE,631172421,2024-01-29,Douala,Nkolmesseng,71.1,True
106414,CUST11150,2024-01-21 11:20:00,147.2,en_retard,9445.0,Yaounde,Mvog-Mbi,boisson,22,11,Sunday,Sunday,2024-01,Carine TEGUIA,623212812,2021-09-21,Douala,Bonapriso,7.5,True
106415,CUST90881,2023-10-11 08:31:00,56.1,livré,16967.0,Bafoussam,Baham-Route,inconnu,21,8,Friday,Wednesday,2023-10,,,,,,,False
106416,CUST11699,2025-02-13 09:55:00,38.9,livré,4363.0,Douala,Logbessou,papeterie,41,9,Thursday,Thursday,2025-02,Estelle ELA,653154591,2022-01-05,Yaounde,Briqueterie,5.0,True
106417,CUST10511,2024-01-05 13:02:00,16.5,annulé,8651.0,Douala,Nkolmesseng,inconnu,39,13,Wednesday,Friday,2024-01,Fatoumata BELINGA,664813568,2023-03-12,Bafoussam,Bamendzi,6.9,True
106418,CUST17346,2024-12-12 00:00:00,66.7,livré,5543.0,Bafoussam,Bamendzi,boisson,6,0,Thursday,Thursday,2024-12,,,,,,,True
106419,CUST10301,2022-11-02 16:31:00,42.8,livré,5156.0,Douala,New-Bell,hygiene,8,16,Friday,Wednesday,2022-11,Viviane fotso,682772208,2021-12-23,Bafoussam,Kamkop,51.7,True
106420,CUST90659,2024-11-03 19:55:00,115.1,livré,1395.0,Yaounde,Mimboman,hygiene,37,19,Sunday,Sunday,2024-11,,,,,,,False
106421,CUST11655,2024-12-20 00:00:00,45.7,en_retard,11227.0,Bafoussam,Famla,restauration,44,0,Friday,Friday,2024-12,Ornella sidibe,687774890,2023-07-29,Bafoussam,Centre Ville,53.3,True
106422,CUST10779,2024-08-22 21:08:00,30.2,livré,16100.0,Douala,Ndokotti,epicerie,7,21,Thursday,Thursday,2024-08,Saidou BOUKAR,691917334,2021-04-17,Douala,Kotto,21.1,True
106423,CUST17285,2024-11-26 14:51:00,43.4,livré,-2303.0,Douala,Village,boisson,39,14,Tuesday,Tuesday,2024-11,lydie NGONO,660992979,2023-03-30,Bafoussam,Pefura,100.0,True
106424,CUST11813,2023-05-22 13:51:00,113.8,en_retard,3979.0,Bafoussam,Djeleng,hygiene,19,13,Monday,Monday,2023-05,Solange DJOUMESSI,00237686560394122028,2023-08-17,Douala,Akwa,50.5,True
106425,CUST11386,2024-07-04 09:44:00,45.7,livré,2863.0,Douala,Kotto,boisson,21,9,Thursday,Thursday,2024-07,Aurelie ESSAMA,680610004,2024-09-10,Douala,Bonanjo,43.8,True
106426,CUST11650,2023-07-01 10:34:00,14.6,annulé,16998.0,Yaounde,Mvog-Mbi,epicerie,46,10,Saturday,Saturday,2023-07,GHISLAIN BELLO,633776150,2023-08-25,Douala,Nkolmesseng,42.0,True
106427,CUST17189,2024-04-04 12:05:00,45.7,livré,74317.0,Yaounde,Nlongkak,articles menagers,29,12,Thursday,Thursday,2024-04,Alain CISSE,650181935,2024-01-22,Yaounde,Madagascar,16.3,True
106428,CUST17374,2022-08-24 12:49:00,27.7,livré,17422.0,Bafoussam,Ngouache,restauration,29,12,Wednesday,Wednesday,2022-08,laure MINLO,654446182,2022-12-28,Yaounde,Briqueterie,78.9,True
106429,CUST11760,2025-02-17 21:46:00,45.7,livré,12767.0,Douala,Ndog-Bong,inconnu,9,21,Monday,Monday,2025-02,CHANCELLE BARKA,(+237)699941500,2022-12-02,Douala,Village,47.5,True
106430,CUST11324,2025-03-14 13:55:00,41.7,livré,,Yaounde,Ngoa-Ekele,inconnu,25,13,Friday,Friday,2025-03,KEITA Gaston,614391105,2021-05-19,Douala,Bonamoussadi,54.3,True
106431,CUST10702,2022-03-31 22:50:00,24.6,livré,14445.0,Douala,Mboppi,restauration,9,22,Thursday,Thursday,2022-03,Christiane sow,643189803,2021-04-20,Bafoussam,Djeleng,39.9,True
106432,CUST11047,2025-02-20 18:45:00,261.6,en_retard,29192.0,Douala,Bonabéri,inconnu,32,18,Thursday,Thursday,2025-02,OUMAR MAHAMADOU,684121929,2021-07-28,Douala,Bali,20.8,True
106433,CUST10969,2023-09-23 09:42:00,44.0,livré,16154.0,Yaounde,Essos,pharmacie,10,9,Saturday,Saturday,2023-09,Paul DIALLO,00237653261270869416,2023-12-13,Bafoussam,Ndiengdam,70.9,True
106434,CUST10198,2025-02-21 07:27:00,104.4,livré,26703.0,Yaounde,Omnisport,inconnu,8,7,Friday,Friday,2025-02,OUMAR NDONGO,651837852,2021-01-03,Bafoussam,Centre Ville,,True
106435,CUST11390,2023-05-11 09:42:00,36.4,livré,33501.0,Yaounde,Mokolo,pharmacie,32,9,Sunday,Thursday,2023-05,Franck FOUDA,670166480,2021-06-22,Douala,PK8,57.1,True
106436,CUST11289,2025-02-11 17:36:00,54.2,livré,4138.0,Yaounde,Jouvence,restauration,26,17,Tuesday,Tuesday,2025-02,Flore DIALLO,691883846,2023-07-01,Yaounde,Mendong,6.1,True
106437,CUST11207,2023-08-30 00:00:00,27.3,livré,25620.0,Douala,Bonamoussadi,cosmetique,22,0,Wednesday,Wednesday,2023-08,RÉMI GARBA,00237661185849828179,2023-10-09,Douala,PK8,45.7,True
106438,CUST10979,2022-06-19 00:00:00,43.0,livré,6457.0,Yaounde,Mimboman,produit frais,28,0,Sunday,Sunday,2022-06,,,,,,,True
106439,CUST11943,2022-04-18 11:41:00,107.6,en_retard,43492.0,Douala,New-Bell,inconnu,24,11,Monday,Monday,2022-04,Carine ekani,657284777,2021-03-27,Yaounde,Essos,36.4,True
106440,CUST90851,2024-08-12 12:28:00,42.2,livré,17291.0,Douala,Yassa,inconnu,5,12,Sunday,Monday,2024-08,,,,,,,False
106441,CUST11809,2024-10-18 22:20:00,13.7,annulé,49109.0,Douala,Deido,articles menagers,11,22,Friday,Friday,2024-10,ROMAIN NTONGO,651536077,2024-01-10,Bafoussam,Ngouache,37.4,True
106442,CUST10591,2023-10-12 19:46:00,57.4,livré,34343.0,Bafoussam,Baham-Route,articles menagers,11,19,Sunday,Thursday,2023-10,Serge BALENG,689920257,2024-01-31,Douala,Bonapriso,,True
106443,CUST11110,2024-05-22 18:18:00,52.5,livré,75000.0,Douala,Ndogpassi,articles menagers,31,18,Wednesday,Wednesday,2024-05,Didier EKANI,676481885,2022-05-29,Douala,Bepanda,87.0,True
106444,CUST11064,2024-09-08 17:30:00,68.2,livré,34430.0,Douala,Nyalla,inconnu,12,17,Sunday,Sunday,2024-09,Emmanuel TAKAM,671308842,2023-08-21,Bafoussam,Mossap,23.1,True
106445,CUST11281,2022-01-19 06:44:00,34.9,livré,42462.0,Douala,Yassa,inconnu,1,6,Wednesday,Wednesday,2022-01,Boubacar SOW,00237659858348709291,2023-10-12,Yaounde,Santa Barbara,52.9,True
106446,CUST10622,2024-12-26 09:22:00,75.6,en_retard,12456.0,Douala,Bepanda,boisson,17,9,Thursday,Thursday,2024-12,Stéphane ETOA,641039390,2022-08-26,Yaounde,Efoulan,21.5,True
106447,CUST10514,2023-06-01 17:11:00,45.2,livré,50000.0,Yaounde,Bastos,inconnu,8,17,Thursday,Thursday,2023-06,MARGOT NJIEMOUN,00237649682169267694,2024-07-15,Douala,Nkolmesseng,87.0,True
106448,CUST11248,2022-09-14 13:14:00,6.4,annulé,60024.0,Douala,Ndog-Bong,vetement,4,13,Wednesday,Wednesday,2022-09,LUC MBARGA,633574011,2024-04-18,Yaounde,Efoulan,86.7,False
106449,CUST10911,2024-07-27 18:18:00,81.4,livré,56818.0,Yaounde,Mendong,articles menagers,28,18,Saturday,Saturday,2024-07,KOLLO Colette,693955206,2024-07-22,Douala,Bonapriso,100.0,True
106450,CUST10822,2023-07-17 18:52:00,72.2,livré,17389.0,Yaounde,Mendong,pharmacie,32,18,Monday,Monday,2023-07,Carine ALI,656138336,2022-07-30,Douala,Bali,43.4,True
106451,CUST11213,2024-05-08 17:43:00,268.7,en_retard,38554.0,Douala,Ndogpassi,articles menagers,36,17,Monday,Wednesday,2024-05,OUMAROU Aline,612944682,2023-02-11,Douala,Nyalla,41.3,True
106452,CUST11534,2023-02-17 00:00:00,51.9,livré,4025.0,Yaounde,Omnisport,produit frais,42,0,Friday,Friday,2023-02,Colette WAMBA,653537934,2023-03-09,Douala,Ndog-Bong,3.6,True
106453,CUST11822,2022-12-02 23:15:00,36.1,livré,15485.0,Douala,Yassa,restauration,23,23,Friday,Friday,2022-12,NADÈGE MBOCK,636802975,2023-01-13,Bafoussam,Tougang,61.4,True
106454,CUST17245,2024-06-13 00:00:00,154.6,en_retard,6805.0,Yaounde,Nlongkak,produit frais,37,0,Thursday,Thursday,2024-06,hassan Flore,672409658,2021-05-08,Douala,Ndog-Bong,71.0,True
106455,CUST17242,2025-07-01 00:00:00,39.2,livré,6659.0,Douala,Bali,boisson,9,0,Tuesday,Tuesday,2025-07,ndoumbe Modibo,633328859,2022-11-10,Yaounde,Etoudi,35.6,True
106456,CUST10623,2024-08-14 12:33:00,52.3,livré,155156.0,Yaounde,Madagascar,electronique,14,12,Wednesday,Wednesday,2024-08,Aline TCHOUPO,661410126,2023-04-23,Douala,Bonamoussadi,63.8,True
106457,CUST11700,2024-10-03 00:00:00,42.7,livré,2727.0,Bafoussam,Mossap,hygiene,43,0,Sunday,Thursday,2024-10,Patrick ebouele,691202508,2024-10-16,Bafoussam,Famla,20.1,True
106458,CUST11623,2022-07-31 09:16:00,45.7,en_cours,81239.0,Yaounde,Ngoa-Ekele,vetement,31,9,Sunday,Sunday,2022-07,BARKA Bertille,663118906,2022-10-05,Yaounde,Mimboman,100.0,True
106459,CUST11930,2023-01-13 00:00:00,43.8,livré,26461.0,Douala,Logbessou,cosmetique,37,0,Friday,Friday,2023-01,NGAMOURI Gisèle,644044361,2023-02-04,Yaounde,Omnisport,20.1,True
106460,CUST11181,2022-11-29 08:34:00,65.4,livré,,Douala,Beedi,articles menagers,31,8,Tuesday,Tuesday,2022-11,Carine IBRAHIM,(+237)671894493,2023-06-18,Douala,Logbessou,43.5,True
106461,CUST17320,2024-06-10 13:45:00,31.7,livré,31832.0,Douala,Bonanjo,pharmacie,32,13,Sunday,Monday,2024-06,,,,,,,True
106462,CUST10360,2024-07-23 00:00:00,36.8,livré,6391.0,Bafoussam,Bamougoum,produit frais,8,0,Tuesday,Tuesday,2024-07,KOUAM Carine,642787299,2023-06-06,Douala,Cité des Palmiers,12.2,True
106463,CUST11728,2025-03-13 00:00:00,134.0,en_retard,29468.0,Yaounde,Nkol-Eton,inconnu,1,0,Thursday,Thursday,2025-03,Josephine TEGUIA,694676162,2024-05-14,Douala,PK12,11.3,True
106464,CUST11497,2024-09-09 13:57:00,146.1,en_retard,28184.0,Yaounde,Nkol-Eton,inconnu,39,13,Monday,Monday,2024-09,JOSEPHINE CISSE,640354559,2021-11-20,Yaounde,Briqueterie,20.2,True
106465,CUST10847,2025-03-07 12:52:00,27.1,livré,8170.0,Douala,Nyalla,boisson,8,12,Friday,Friday,2025-03,,,,,,,True
106466,CUST10068,2024-12-21 12:00:00,18.9,annulé,37727.0,Yaounde,Etoudi,pharmacie,26,12,Saturday,Saturday,2024-12,BOUKAR Céline,670855700,2021-03-05,Yaounde,Mendong,12.4,True
106467,CUST11986,2025-01-10 19:10:00,45.7,annulé,216535.0,Douala,Makepe,electronique,29,19,Friday,Friday,2025-01,Rémi mendo,676776459,2021-07-24,Douala,Village,4.8,True
106468,CUST11693,2024-08-29 00:00:00,26.6,livré,3619.0,Bafoussam,Baham-Route,hygiene,39,0,Thursday,Thursday,2024-08,Aline NKODO,684399083,2023-04-06,Douala,Ndogpassi,51.3,True
106469,CUST11624,2024-05-01 12:55:00,47.6,livré,10960.0,Yaounde,Etoudi,restauration,1,12,Wednesday,Wednesday,2024-05,Serge MBOCK,651644346,2024-08-13,Yaounde,Mendong,44.2,True
106470,CUST90792,2023-12-31 18:23:00,34.6,livré,13652.0,Bafoussam,Bamendzi,articles menagers,10,18,Sunday,Sunday,2023-12,,,,,,,False
106471,CUST11896,2024-10-01 00:00:00,182.5,en_retard,6263.0,Douala,Nkolmesseng,epicerie,41,0,Tuesday,Tuesday,2024-10,EKANI Boris,681947921,2021-07-31,Douala,Bepanda,40.6,True
106472,CUST11053,2022-10-14 19:46:00,75.2,livré,4882.0,Douala,Ndokotti,boisson,42,19,Friday,Friday,2022-10,Estelle SIDIBE,625766039,2023-03-09,Douala,Beedi,18.6,True
106473,CUST11048,2024-01-13 03:07:00,41.7,livré,1820.0,Douala,Mboppi,boisson,27,3,Saturday,Saturday,2024-01,ABDOU MENGUE,664759583,2022-09-25,Douala,New-Bell,,True
106474,CUST11767,2024-04-21 00:00:00,46.9,livré,97321.0,Yaounde,Tsinga,vetement,25,0,Sunday,Sunday,2024-04,,,,,,,True
106475,CUST11797,2023-06-28 13:52:00,127.8,en_retard,25957.0,Douala,Ndokotti,cosmetique,23,13,Wednesday,Wednesday,2023-06,Rodrigue BARRY,668743530,2021-07-23,Douala,Beedi,9.5,True
106476,CUST11336,2024-09-16 12:45:00,45.7,en_cours,7568.0,Yaounde,Mvog-Mbi,boisson,41,12,Monday,Monday,2024-09,Sandrine MINLO,618126895,2024-04-30,Yaounde,Nkol-Eton,61.5,True
106477,CUST10136,2025-01-22 18:15:00,74.0,livré,41907.0,Douala,Bonapriso,pharmacie,34,18,Wednesday,Wednesday,2025-01,Josephine ABENA,672820592,2022-02-12,Yaounde,Essos,43.6,True
106478,CUST10195,2024-10-24 09:32:00,17.5,livré,27004.0,Douala,Bepanda,pharmacie,2,9,Thursday,Thursday,2024-10,Armel ATEBA,638427073,2022-01-26,Yaounde,Melen,9.5,True
106479,CUST11923,2024-09-09 13:21:00,113.5,en_retard,2829.0,Yaounde,Briqueterie,produit frais,44,13,Monday,Monday,2024-09,Raoul TALLA,(+237)612729224,2023-07-17,Douala,PK12,,True
106480,CUST11552,2024-03-22 18:39:00,173.6,en_retard,27714.0,Douala,Nkolmesseng,cosmetique,6,18,Friday,Friday,2024-03,Aïcha KOLLO,646663833,2024-05-20,Bafoussam,Baham-Route,45.0,True
106481,CUST11424,2024-01-14 00:00:00,31.9,livré,15000.0,Douala,Ndogpassi,papeterie,12,0,Sunday,Sunday,2024-01,Laure etoundi,683599154,2021-09-12,Bafoussam,Lekie,32.1,True
106482,CUST11042,2024-03-29 18:06:00,75.9,livré,3899.0,Bafoussam,Pefura,produit frais,23,18,Friday,Friday,2024-03,Honoré OUMAROU,642117961,2023-07-08,Douala,Deido,27.9,True
106483,CUST10040,2024-11-10 10:44:00,66.0,en_retard,2601.0,Douala,Village,hygiene,2,10,Friday,Sunday,2024-11,BIKELE Gisèle,622981052,2022-07-17,Douala,Cité des Palmiers,32.0,True
106484,CUST11204,2023-08-08 11:48:00,37.6,livré,50101.0,Douala,Ndogpassi,articles menagers,3,11,Tuesday,Tuesday,2023-08,Rabi djoumessi,674855088,2023-04-17,Douala,Bali,34.0,True
106485,CUST12055,2025-02-25 09:38:00,29.7,livré,80000.0,Yaounde,Briqueterie,pharmacie,3,9,Tuesday,Tuesday,2025-02,Jules dawa,(+237)625226815,2024-04-26,Yaounde,Mvog-Mbi,11.2,True
106486,CUST11966,2023-10-22 11:33:00,33.4,livré,8547.0,Yaounde,Messa,epicerie,15,11,Sunday,Sunday,2023-10,Romain SANGARE,673538641,2023-02-14,Douala,Akwa,44.8,True
106487,CUST12091,2022-02-19 09:11:00,76.7,en_retard,19203.0,Bafoussam,Fomekoua,articles menagers,19,9,Saturday,Saturday,2022-02,Régine WAMBA,640097200,2021-04-08,Douala,Bali,23.9,True
106488,CUST11727,2024-06-29 07:36:00,72.1,livré,4032.0,Yaounde,Mimboman,produit frais,22,7,Saturday,Saturday,2024-06,MBOCK Jules,(+237)617028380,2023-03-27,Douala,Yassa,12.7,True
106489,CUST11578,2024-04-27 09:56:00,45.7,annulé,12754.0,Douala,Ngodi-Bakoko,epicerie,18,9,Saturday,Saturday,2024-04,Armelle BOUKAR,00237626104026637350,2022-03-12,Douala,Bali,100.0,True
106490,CUST17146,2024-10-23 15:02:00,34.6,livré,12001.0,Douala,Ndog-Bong,boisson,26,15,Wednesday,Wednesday,2024-10,,,,,,,True
106491,CUST11894,2023-03-14 12:30:00,32.5,livré,2719.0,Douala,Logbessou,hygiene,32,12,Tuesday,Tuesday,2023-03,Franck CAMARA,677085942,2023-01-31,Douala,Nkolmesseng,,True
106492,CUST10157,2022-06-28 17:16:00,58.9,livré,32092.0,Bafoussam,Pefura,inconnu,27,17,Tuesday,Tuesday,2022-06,COULIBALY Rodrigue,693926371,2024-06-11,Douala,New-Bell,45.6,True
106493,CUST11721,2023-06-16 19:41:00,247.4,en_retard,80000.0,Yaounde,Efoulan,pharmacie,28,19,Friday,Friday,2023-06,FOFANA Marie,660043345,2024-08-19,Yaounde,Mendong,64.9,True
106494,CUST11162,2022-09-17 00:00:00,20.0,annulé,67166.0,Douala,Yassa,articles menagers,30,0,Saturday,Saturday,2022-09,MAHAMADOU Luc,660310319,2023-12-24,Yaounde,Melen,39.0,True
106495,CUST11514,2024-12-30 09:17:00,45.7,en_cours,50000.0,Douala,Akwa,inconnu,30,9,Monday,Monday,2024-12,BOUBACAR NDONGO,610819505,2023-02-19,Yaounde,Nkomo,68.5,True
106496,CUST10922,2023-06-19 05:10:00,113.9,en_retard,11119.0,Douala,Beedi,epicerie,15,5,Monday,Monday,2023-06,CYRILLE CAMARA,610359129,2023-07-17,Bafoussam,Famla,44.9,True
106497,CUST11118,2024-01-01 17:43:00,45.7,livré,15675.0,Bafoussam,Tougang,inconnu,12,17,Monday,Monday,2024-01,Stéphane NKUISSI,623383077,2023-06-01,Yaounde,Briqueterie,13.9,True
106498,CUST11655,2023-09-13 18:35:00,214.8,en_retard,7950.0,Yaounde,Biyem-Assi,produit frais,34,18,Wednesday,Wednesday,2023-09,Ornella sidibe,687774890,2023-07-29,Bafoussam,Centre Ville,53.3,True
106499,CUST10020,2024-07-31 07:40:00,58.4,livré,8759.0,Douala,Ndogpassi,boisson,47,7,Wednesday,Wednesday,2024-07,Hervé djokam,685329037,2022-10-10,Yaounde,Mendong,27.5,True
106500,CUST11102,2023-11-15 18:15:00,74.4,livré,12274.0,Yaounde,Madagascar,vetement,41,18,Wednesday,Wednesday,2023-11,FOTSO Franck,(+237)615858241,2021-05-25,Douala,Bonapriso,18.9,True
106501,CUST17239,2022-10-18 00:00:00,5.1,annule,3685.0,Yaounde,Bastos,produit frais,11,0,Tuesday,Tuesday,2022-10,JOËLLE NKOUAM,659333209,2023-08-06,Douala,Yassa,84.8,True
106502,CUST11221,2024-12-19 13:52:00,45.7,en_retard,3509.0,Yaounde,Mokolo,restauration,26,13,Thursday,Thursday,2024-12,NDOUMBE Gustave,676669607,2022-08-01,Douala,Beedi,16.9,True
106503,CUST10577,2023-12-30 07:34:00,67.1,livré,6981.0,Douala,Deido,papeterie,34,7,Saturday,Saturday,2023-12,SANDRINE FEZE,639372360,2023-12-20,Douala,Bonamoussadi,16.0,True
106504,CUST11146,2024-07-07 00:00:00,191.4,en_retard,9353.0,Douala,Ndokotti,papeterie,15,0,Sunday,Sunday,2024-07,Achille ngamouri,648571356,2023-06-19,Yaounde,Emana,6.3,True
106505,CUST17145,2024-07-04 05:36:00,55.7,livré,4228.0,Yaounde,Elig-Edzoa,restauration,30,5,Sunday,Thursday,2024-07,,,,,,,True
106506,CUST11307,2024-03-01 13:10:00,44.3,livré,8457.0,Yaounde,Melen,produit frais,29,13,Friday,Friday,2024-03,Gustave ESSOH,682148284,2021-09-10,Douala,Ngodi-Bakoko,34.7,True
106507,CUST17315,2024-08-20 18:33:00,58.9,livré,50000.0,Bafoussam,Ngouache,inconnu,16,18,Tuesday,Tuesday,2024-08,barry Lydie,657130035,2023-03-08,Yaounde,Essos,43.2,True
106508,CUST10274,2023-05-29 21:39:00,44.8,livré,116248.0,Douala,PK12,vetement,45,21,Monday,Monday,2023-05,,,,,,,True
106509,CUST11140,2024-07-19 00:00:00,45.7,en_cours,13878.0,Douala,Kotto,papeterie,39,0,Friday,Friday,2024-07,Yvette BILONG,682613940,2023-08-24,Yaounde,Mvog-Mbi,15.2,True
106510,CUST10848,2024-10-26 19:55:00,59.4,livré,5960.0,Douala,Ngodi-Bakoko,produit frais,3,19,Saturday,Saturday,2024-10,Marcel ibrahim,649761527,2023-04-07,Douala,Makepe,45.1,True
106511,CUST10973,2024-11-06 16:50:00,45.7,en_cours,24179.0,Douala,Mboppi,articles menagers,47,16,Wednesday,Wednesday,2024-11,Marlène DIBOTI,622257687,2023-04-05,Douala,Bonamoussadi,34.6,True
106512,CUST10135,2025-01-20 23:44:00,16.1,annulé,4610.0,Yaounde,Bastos,boisson,22,23,Monday,Monday,2025-01,NDIKUM Pauline,689978790,2022-04-15,Yaounde,Nlongkak,15.1,True
106513,CUST11916,2024-05-22 20:29:00,24.8,livré,10244.0,Yaounde,Omnisport,inconnu,6,20,Wednesday,Wednesday,2024-05,Sylvain nkolo,658399417,2023-08-24,Yaounde,Mimboman,70.5,True
106514,CUST10549,2024-09-24 10:42:00,46.4,livré,28064.0,Yaounde,Messa,inconnu,29,10,Tuesday,Tuesday,2024-09,GHISLAIN MAROUF,(+237)693115778,2022-08-03,Yaounde,Tsinga,56.5,True
106515,CUST10384,2022-09-30 16:26:00,45.7,livré,13484.0,Douala,Makepe,papeterie,13,16,Friday,Friday,2022-09,Gustave MONGO,691178885,2022-12-03,Douala,Nkolmesseng,67.5,True
106516,CUST11088,2023-12-22 00:00:00,30.1,livré,18000.0,Douala,Mboppi,restauration,10,0,Friday,Friday,2023-12,Pierre NGUEFACK,675007200,2024-01-12,Douala,Ndogpassi,,True
106517,CUST90897,2023-08-27 14:10:00,33.7,livré,25000.0,Yaounde,Santa Barbara,inconnu,36,14,Sunday,Sunday,2023-08,,,,,,,True
106518,CUST11366,2022-12-07 01:04:00,23.0,annule,,Bafoussam,Pefura,pharmacie,7,1,Wednesday,Wednesday,2022-12,Mireille MONGO,629419691,2022-05-01,Yaounde,Etoudi,35.4,True
106519,CUST10529,2024-01-08 11:00:00,36.1,livré,120000.0,Douala,PK12,vetement,41,11,Monday,Monday,2024-01,Djeneba OBAMA,648508907,2024-12-15,Douala,PK8,34.4,True
106520,CUST11224,2024-08-08 13:02:00,19.2,livré,38139.0,Douala,PK12,inconnu,38,13,Thursday,Thursday,2024-08,DJENEBA KEITA,691478884,2021-09-24,Bafoussam,Tamdja,44.5,True
106521,CUST10137,2025-03-04 00:00:00,45.7,livré,34316.0,Yaounde,Nkomo,articles menagers,26,0,Tuesday,Tuesday,2025-03,Marcel fofana,681016525,2023-03-11,Yaounde,Elig-Edzoa,100.0,True
106522,CUST10116,2023-09-29 15:59:00,173.3,en_retard,64226.0,Yaounde,Melen,vetement,22,15,Friday,Friday,2023-09,MAHAMADOU Sandrine,667503414,2023-04-21,Yaounde,Mokolo,43.7,True
